Sentence,Emotion
무슨.. 애들이랑 아줌마한텐 비밀이야. 알지?,슬픔
어? 누나 아직 안 잤어요? ,놀람
네?,놀람
아.. 전 진짜 재밌어서 한건데.. 죄송해요.,슬픔
아뇨. 죄송하긴요. 내가 미안하죠. ,슬픔
전부요? ,놀람
아니 얼마나 먹으려고.. 진짜 어제부터 굶었어요?,놀람
지금? 지금은 좀 그런데..나 남자친구랑 있어.,놀람
뭐야? 갑자기. 무슨 약속인데요? ,놀람
중요한 약속이라. 정말 미안해요. 아.. 내가 왜 그 약속을 까먹고 있었지? 어떡하죠? ,슬픔
벌써요? 밤에 잠깐 볼까요? 늦게 마칠 거 같진 않는데.,놀람
어? 어떻게 알았어요? ,놀람
네…,슬픔
아침부터 웬일이에요?,놀람
어? 맞는데.,놀람
네?,놀람
고마워요. ,행복
뭐야?,놀람
응? 뭘?,놀람
하. 나 이제 들어가 봐야겠다. ,슬픔
할아버지. 나 혼자 있고 싶어.,슬픔
집반장? 집반장이 뭐야? 집반장이 뭔데?,놀람
예?,놀람
우린 어떡하라고?! 무조건 지금 현금결제하라 그래!   ,놀람
지금 그쪽 사정 챙기게 생겼어? 우린 앉아서 그냥 내일 부도맞고? 어?!,분노
괜히 야외 결혼식으로 한다 그랬나봐요. 비오는 꿈만 매일 꿔요. ,슬픔
선생님이 그걸 어떻게 아세요?,놀람
그러고 보니까 오늘이 저랑 당신 결혼 전에 만나는 마지막 날이네요.,행복
그러고 보니까 정말 그러네요. 마지막 데이트네. ,행복
벚꽃축제요? ,놀람
하..웃긴 놈이네. 뭐 저런 놈이 다 있죠?,분노
장난 칠게 따로 있지..자식이..,분노
왜 내가 자기한테 관심있다고 생각했지..? 왜 그래요? ,놀람
누나. 생일은 뭐.. 나야 잘 있어. 울긴 누가 운다고. 우는 거 아냐. 누나. 나 부적하나만 써줘.,슬픔
부적? 부적은 왜?,놀람
누구 처절하게 저주 좀 하게. 무당 누나 둔 덕 좀 보자.,슬픔
있어. 부적 하나만 써줘. 아주 진짜 쎈 놈으로. 내가 지금 가지러 갈게.,슬픔
뭔데 호들갑이야?,놀람
뭐?!!,놀람
어제 니가 괜찮다며?! ,놀람
뭐? 부적? 부적 같은 소리하네. 그런다고 멀쩡한 결혼식이 어떻게 될까봐? 꿈 깨시지. ,분노
좋아. 어디 두고 보자고. ,분노
저 사람들은 뭐야? ,놀람
학생도요?,놀람
사정얘길 하라니까! 지점장 바꿔줘! ,분노
뭘 미뤄? 왜? 강행해. 하늘이 두쪽나도 강행할거야.         ,분노
왜? ,놀람
뭐? ,놀람
뭘 미뤄? 강행해!,분노
강행하라니까! 무조건 강행해! ,분노
예?,놀람
그냥 이것저것. ,슬픔
네? ,놀람
네?,놀람
뭐요? 지금 저한테 시비 거는거에요?,분노
네.. ,슬픔
내 방보다 여기가 더 아늑하다..,행복
아 싫어요~,공포
아 놔요~ 놔~ 사람 살려~,공포
고마워요. 역시 우리 애인 밖에 없다.,행복
알바한다고? 취직은 포기하고?,놀람
코트 몰랐는데 되게 비싼 메이커네? 이런 걸 샀어..?  ,놀람
응?,놀람
아저씨? 누구?,놀람
삼촌이?,놀람
우리 어디로 도망가 버릴까?,행복
예? ,놀람
그럼 잠깐만 더 있다 가요. 딱 10분만 더요. 10분만.  ,행복
"그래서, 의사선생 만난거야?",놀람
지금 내 처지에 어차피 그 사람이랑 더 이상 발전할 수도 없는데.. 내 처지때문에 그사람 혹시 구질구질한 책임감만 느끼게 될까봐..싫어..     ,슬픔
그걸 동생한테 전화로 물어봤다고?,놀람
동생이 미주알고주알 퍽이나 얘기해 주겠다. 동생한테 물어 볼거면 내가 물어보지 그걸 당신을 시키겠냐? 아우 답답해 ,분노
뭐? 왜? ,놀람
무슨 약혼식이에요? 애한테. ,놀람
씨! 약혼식인데 그렇고 그런게 뭐야?,분노
아! 뭐!? 나도 하느라고 하고 있다구! 하느라고 하는데 왜 자꾸 그래?!    ,분노
아.. 뭐예요. 난 진짜 우는 줄 알고. 하..,놀람
좋아요. 갈께요. 가기 전에 이번에는 장난없이 진짜로 물을게요. 나 싫증나서 헤어지겠다는 말.. 진심이에요?,슬픔
정말요? 진심이에요?,슬픔
네..,슬픔
마지막으로 물을게요. 정말 진심이에요? 알았어요. 미안해요. 귀찮게 해서..,슬픔
이거 어디서 찾으셨어요? ,놀람
뭐야? 웬 비행기 티켓?,놀람
뭐?! 당신 왜 그렇게 분위기 파악을 못하냐 진짜?,분노
응? ,놀람
회사가 지금 언제 넘어갈지 모를 위기 상황에 무슨 여행타령이야?,분노
옷이 이게 다예요?,놀람
무슨. 나도 이제 이집 식군데. 그렇게 얘기하면 서운해.,슬픔
누구세요?,놀람
어?,놀람
어? 어..저쪽으로.... 너 여긴 어떻게.. ,놀람
왜?,놀람
뭐?,놀람
네?,놀람
농담이야. 물수건 니가 놔줬니? 고맙다.,행복
네? ,놀람
네?,놀람
네? 어딜..,놀람
예? 예. ,놀람
아.. 오랜만에 옛날 생각나고 너무 좋다.,행복
어디 가고 싶은데 있어? 내가 어디든 데려다 줄게. 어디 갈래?,행복
난 그냥 이렇게 오빠 등 뒤에 있는 게 좋은데?,행복
좋아. 그럼 기름 다 떨어질 때까지 무조건 직진이다~,행복
오빠 달려~~,행복
꽉 잡아.,행복
뭔데?,놀람
알았어. 전화 자주 해야 돼.,슬픔
내가 할 일이 뭐있냐? 전화 되게 자주 할 거야. 스토커만큼. 가.,슬픔
어떻게 아셨어요? ,놀람
와~ 이제 아빠랑 같이 산다!,행복
너무 좋아! 너무! ,행복
근데 언니. 우리 다른 나라 가면 영영 거기서만 살아? 한국에 안 돌아오고? ,놀람
예? 뭐가요. ,놀람
어?!! 괜찮아요? ,놀람
예? ,놀람
꼭 교감선생님.. ,슬픔
예? 아. 교감선생님요? 입에서 그렇게 밖에 안 나오는데 할 수 없잖아요.               ,놀람
그래. 뭐.,슬픔
좋아~ 너무 좋아~,행복
음. 뷔페! ,행복
남산! ,행복
좋아! 너무 좋아! ,행복
뭐?,놀람
누가 길에다..개똥을.. 엄마. 여기도..,분노
하.. 선생. 지금 나 놀리는 거지?,분노
예? 제가 뭘요?,놀람
하..너무 하네 진짜. 그렇게 부르기 싫으면 안 부르면 되지 사람을 놀리고.. ,분노
가! 자기 혼자 가!,분노
가! 혼자 가! ,분노
가라구 혼자!,분노
혼자 가라니까 ! ,분노
혼자 가라니까! ,분노
예? ,놀람
2만원 예상했는데 11만원 이라니..,놀람
그렇지..,슬픔
누구세요?,놀람
저 지갑에 먼지 밖에 없..,놀람
야!,놀람
하.. 고맙다. 생일 기억해 줘서. ,행복
땡큐. 그렇잖아도 애들이 내일 삼겹살 파티한다고 너 잠깐이라도 보고 싶다는데 시간 괜찮아?,행복
네? 뭐라구요?,놀람
놀아요? 누나랑요?,놀람
노..놀이공원이요?,놀람
누나가 데이트 신청을 했다고?!,놀람
데이트는 무슨. 그냥 내일 놀이공원에 같이 가자고.,행복
그게 데이트지!,놀람
에이.,행복
드디어 성공이구나!,놀람
뭐?,놀람
에? 바이킹이요?,놀람
괜찮아요?,놀람
아뇨! 여기 재밌는 게 얼마나 많은데. 우리 밤까지 재밌게 놀아요.,놀람
아..좋다.,행복
저두요..,행복
우리 여기 좀 앉았다 갈래요?,행복
네. 네. 앉았다 가요. 잠깐만요.,행복
뭐 마실 거 좀 사올게요.,행복
네?,놀람
그래두..,슬픔
힉.. 이 자식은 기척도 없이! ,놀람
야! 너 왜 그거 나한텐 말 안했어?!,분노
하.. 아하하하. 그래서 니가 우리 집에서 나간다고?,분노
누구 맘대로!!,분노
어? 장모님 여기 웬일이세요?,놀람
뭐하는 거야?,놀람
뭐?,놀람
떼는 무슨. 가도 내가 가라 그럴 때 가.,분노
너 똑똑히 들어. 내 허락 없이 넌 아무데도 못가!,분노
괜찮아요..,슬픔
제가 거길요? ,놀람
왜? 뭐 약속 있어?,놀람
네?,놀람
내년.. 아버님. ,놀람
뭐?! 이!!,분노
어?! 여보! 여보! ,놀람
뭐?! 진짜야?,놀람
어? 방금 욕했지? 저게!,분노
어허 왜 이래? ,놀람
놔봐. 어디서 욕을! ,분노
놔봐. 난 내 부모한테 욕하는 건 참아도 나한테 욕하는 건 못 참아.  ,분노
여긴 왜요? ,놀람
어딜 가요? ,놀람
그러지 마요 제발! ,슬픔
야. 너 뭐야! 여기가 어디라구 와… 꼴이 이게 뭐야. 어우. 쉰 내... ,놀람
이건 또 뭐야?,놀람
진짜? 어떡해!!!,놀람
그러니까!! 연수원 들어가면 나 죽었다 생각하랬지!!!,분노
야! 너. 누가 여기 와서 연애하래? 딴 생각하지 마. 니넨 알바야. 알바.,분노
무슨 말씀이세요?!! 부모 잘 만난 게. 그게 바로 본인 조건이에요!!,놀람
그렇죠? 그럼. 고객님.. 고객님!! 그 가방!!!,놀람
그게 무슨 소린가?,놀람
뭐라구?,놀람
이봐...!! ,놀람
변호사님...,슬픔
아니. 자네! 나한테 어떻게 이럴 수가 있나?,분노
네? 젊은 피...요??,놀람
강하게 키워서. 남자로 만들어야지!!,분노
그래서 니가! 연애를 못하는 거야!!,분노
헤어지다니? 그게 무슨 소리야?,놀람
헤어졌잖아. 한 달 전에!!,분노
한 달 전?,놀람
계속 조건만 보겠다??!!,분노
야! 내가 된장녀냐??!! 나 된장녀 아냐!!! 걔들은 조건 쫓아가는 애들이구. 난 조건 만들어준 사람이잖아!!,분노
그러니까. 넌 니가 만든 조건이랑 연애한 거잖아!!!,분노
니가 말하는 그 조건이! 바로 너 자신이야!!,분노
할 수 있다!! 할 수 있다!! 그 소리. 이제 정말 지긋 지긋해.,분노
영화를 너무 많이 보신 거 아니에요? 예쁘고 조건 좋은 분들 다 싫다면서. 저한테 프로포즈 하셨거든요? ,분노
사기 결혼 작정한 사람이 저 같은 커플매니저한테 청혼을 하겠어요??!! 이거 하나 확인하려구. 저한테 계속 전화하셨어요?,분노
네?,놀람
그날 얼마나 집요했는지 아세요? 제가 진짜!! 그날 그 전화 때문에 제가 얼마나 피해봤는지 아세요?!!,분노
아냐!! 나빠!! 너 없으면 아무 것두 못하는 주제에... 웃겨 진짜. 두고 봐. 걔 연수원 수료도 못하고 완전 폐인 된다. ,분노
도대체 담당 커플매니저는 고객 관리를 어떻게 한 거야??!!!,분노
정말. 아무런 낌새도 못 차렸단 말야?!!,분노
됐어!! 결혼정보회사의 생명은 신뢰야!! 근데... 이게 도대체 무슨 꼴이야!! 결혼준비에 처가 돈을 5억 넘게 끌어가서 잠적했다는데... 이걸 어떡해.,분노
아. 마지막은 헐리웃 영화처럼 떠나야 할 거 아녀요. 폼 나게... 아줌마!! 아줌마!! 그거 괜찮다. ,놀람
앗!! 대표님!!! 저. 버리시는 거 아니었죠?,놀람
어라? 호텔 커피숍은 왜요???,놀람
네... ,슬픔
네?... 네.... 네!!!,놀람
네?,놀람
내가 아무리 죽을죄를 졌대두. 두 번이나 이렇게 머리채 잡히구 얻어맞고… 그래! 고소해라!! 난 맞았으니까 맞고소 할 거다!! 어디 법대로 하자구!! ,분노
네??,놀람
뭐. 사소하다구요? 내가 지금 이렇게 망신을 당하는 게 사소해 보이세요?,분노
진짜요?,놀람
저렇게 미쳐서 날뛰는데. 어떻게 합의를 해요?!!,분노
네??,놀람
너! 의절이야!!,분노
선배!! ,분노
선배라고 부르지 마!!,분노
너. 나 개업하면 도와준다고 약속했잖아. 그래놓고 이러기야?,분노
한 달이라며!! 그때까지 어떻게 기다리니?! 안 돼!!,분노
도대체 어떻게 된 거야!!!,분노
사건 터지기 전에. 변호사가 경고했었다며?!!,분노
네??!!! 변호사요?? 그게 무슨 말씀이세요?,놀람
그게 무슨 소리야?,놀람
대출??,놀람
뭐?,놀람
야! 너. 나한테 대출 받을려구 전화 한 거냐?,분노
뭐? 야. 내가 언제... 먼저 전화했다구 그래. 니가 먼저 했잖아. 끝났다구 커플링까지 줘 놓구 왜 전화를 해!! ,분노
야~ 넌 무슨 선물을 이렇게 격하게 주냐. 진짜...,놀람
뭐...??!,놀람
왜? ,놀람
됐어!! 치사해서 안 받아!! 근데 왜. 2천이야? 혹시...너... 재수한 형들한테 대출해줬어? ,분노
뭐??!!,놀람
더 이상 마누라인 척 하지 말라구!!,분노
그래... 니 인생에서 아웃 되 주마...아웃...,슬픔
뭐?? 위자료를 받았다 쳐??!!! ,분노
언제까지 이렇게 살 순 없다며??!!,분노
그래서.... 돌아가지도 못하고 떠나지도 못하고... 어떡할래??!!!,분노
네? 사고요??!!,놀람
무슨 업첸데요?,놀람
아!! 그럼...,놀람
약간?? 자기... 동거했어???,놀람
네??? 동거요??? 아뇨. 친구들이랑 사는데요. ,놀람
미쳤어? 내가 자길 뭘 믿고 돈을 땡겨줘!!!,분노
전 경력이잖아요!!!,분노
재혼은 첨이잖아!!! 이혼녀두 아닌 주제에...,분노
아!!! 사장님. 저 그럼 일단 월급이라도 열심히 받을게요!!! 이혼녀 노릇두 최선을 다해서 할게요!!!!,분노
신경써주는 척 하지 마. 너. 신입이랑 어떤 관계야??!!,분노
뭐?? 미쳤어...이 의처증 환자!!,놀람
그런 거 없다 그랬지? 이 변태야!! ,분노
무슨...,놀람
사장님한테 말씀 할려면 하세요!!! ,분노
아... 그럼. 안 하시게요??,놀람
네? 벌써요?? 사장님은요?,놀람
네? 아... 네... 5... 5년이요.,놀람
네? ... 아니 그게...,놀람
행복이요? 이혼이 행복해요? 변호사님은 남의 불행이 행복이세요??!!,분노
사장님. 안 맞으면. 제가 맞출게요!!,놀람
네? 속... 속궁합이요??...,놀람
아니요!!! 물론. 저두... 이혼녀죠...,놀람
못 말려 진짜... 그렇게 떠나고 싶어? 어머. 이게 뭐야?? 뭐야... 안 어울리게... 낚시 대가 웬 말이니. 남들은 안치는 골프채도 폼으로 갖다 놓는 판에…,놀람
네??? 그게...,놀람
아니요. “성!!” 격차이 말구요. 저는 진짜. “성격!!” 차이였어요.,놀람
네? 애요? 말두 안돼요!!! 제가 무슨!!!  아… 애는 없어요. 당연히 없죠.,놀람
지금. 나한테 이렇게 못난 여잘 소개하겠단 겁니까?,분노
네. 중요합니다!! 남자들한테는 말입니다. 초혼이든 재혼이든 여자는 무조건! 외모가 중요한 겁니다.,분노
아니... 근데도. 이렇게 말이 안 통합니까. 아무래도 담당 매니저를 바꿔야겠습니다.,분노
아빠... 고마워... 아빠 밖에 없어.,행복
그럼. 세상에 부모 밖에 더 있냐?!! 아빠 최고지?!! ,행복
응!!! 아빠 최고!!! 내가 평생 아빠 업구 다닐게. ,행복
아이구 말만 들어두 힘난다. 근데 나머지 2천은 어떡하냐?,슬픔
괜찮아. 이게 어딘데...나머진 내가 알아서 해야지.,슬픔
그래. 아빠가 능력이 이거 밖에 안 되서 미안하다.,슬픔
어쭈...신입 사원 주제에 종일 땡땡일 쳐. ,분노
죄송해요. 그럴 일이 있었어요. ,슬픔
여기가 학교니? 놀러 왔어!! 이러구 월급 받을래??!! 당장 사표 써!!,분노
제발. 그만 하세요. 저 좀 그만 괴롭히세요.,슬픔
뭘 잘 했다구 큰 소리야!! 큰 소리가!!!,분노
저 너무 힘들단 말이에요.,슬픔
얘.. 뭐니... 어떡하니? 나. 우는 여자 딱 질색인데...,놀람
돈 문제라니? 누구야??,놀람
그래서 또 도와 주겠다구?? 당신은 왜 그렇게 친구가 많아. 평생. 남의 결혼식에 상가 집에...부주 내는 게. 한 달 수입 보다 더 많아.,분노
몰라. 그건 당신이 정한 거지. 난 몰라.,분노
예!! 사장님!!!,놀람
네? 제가 왜요?,놀람
네? 사장님한테 얘기하셨어요??!!!,놀람
아빠.... 혹시.... 내가 헤어지면 아빠 속상...하나?,슬픔
"별거라니??!!  나이 어리다고 무시하고 그러면 안돼. 남자는 말야!! 아무리 못나도, 여자가 잘한다!! 그래야 기운이 나는 거야. 보기는 자주 보냐?",놀람
어? 아냐... 아빠. 괜찮아!!! 이 밤에 무슨....,놀람
